gene_id,acronym,gene_name,ise_id,plane,entrez,valid
12705,Crhr2,corticotropin releasing hormone receptor 2,79907934,coronal,12922,True
12705,Crhr2,corticotropin releasing hormone receptor 2,79677387,sagittal,12922,True
17796,Nfic,nuclear factor I/C,70593313,sagittal,18029,True
17796,Nfic,nuclear factor I/C,74988734,coronal,18029,True
84839,Arrdc1,arrestin domain containing 1,68341710,sagittal,215705,True
52404,Qrsl1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,69817787,sagittal,76563,True
42017,Nudt14,nudix (nucleoside diphosphate linked moiety X)-type motif 14,75749421,sagittal,66174,True
47897,1810055G02Rik,RIKEN cDNA 1810055G02 gene,601188,sagittal,72056,True
21966,Ube2a,ubiquitin-conjugating enzyme E2A,68563019,sagittal,22209,True
128480,A930013B10Rik,RIKEN cDNA A930013B10 gene,70228621,sagittal,414094,True
84693,Cep164,centrosomal protein 164,71211338,sagittal,214552,True
88496,LOC238771,similar to Metaxin 1,70566235,sagittal,238771,True
13638,Eps8,epidermal growth factor receptor pathway substrate 8,1706,sagittal,13860,True
13638,Eps8,epidermal growth factor receptor pathway substrate 8,1705,coronal,13860,True
14205,Galr3,galanin receptor 3,100146166,sagittal,14429,True
13940,Fgd1,"FYVE, RhoGEF and PH domain containing 1",70429250,sagittal,14163,True
88739,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",69527728,sagittal,240638,True
91114,Olfr1145,olfactory receptor 1145,73635538,sagittal,258317,True
43547,1810037I17Rik,RIKEN cDNA 1810037I17 gene,67978735,sagittal,67704,True
12267,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1",68545372,sagittal,12482,True
139917,Mm.375223,Unigene Mm.375223,71210148,sagittal,None,True
50098,Tspan17,tetraspanin 17,74990526,sagittal,74257,True
83371,Scml1,Vsex comb on midleg-like 1 (Drosophila),70565879,sagittal,195726,True
83371,Scml1,Vsex comb on midleg-like 1 (Drosophila),70608433,sagittal,195726,True
106489,Idi1,isopentenyl-diphosphate delta isomerase,413789,sagittal,319554,True
13848,F9,coagulation factor IX,69672252,sagittal,14071,True
108994,Gm2716,predicted gene 2716,72182967,sagittal,100040328,True
60524,Pcdhb4,protocadherin beta 4,69837413,sagittal,93875,True
43699,Echdc3,enoyl Coenzyme A hydratase domain containing 3,631725,sagittal,67856,True
17061,Mesp1,mesoderm posterior 1,72081665,sagittal,17292,True
73272,Uhrf2,"ubiquitin-like, containing PHD and RING finger domains 2",70445287,sagittal,109113,True
16838,Ly6d,"lymphocyte antigen 6 complex, locus D",71724474,sagittal,17068,True
15774,Igf1r,insulin-like growth factor I receptor,69735263,sagittal,16001,True
19136,Rag1,recombination activating gene 1,76003584,sagittal,19373,True
83240,Tmprss11a,"transmembrane protease, serine 11a",75931610,sagittal,194597,True
12550,Cxcr3,chemokine (C-X-C motif) receptor 3,70593137,sagittal,12766,True
43655,Ubxn4,UBX domain protein 4,641544,sagittal,67812,True
82032,Scrt1,"scratch homolog 1, zinc finger protein (Drosophila)",71325444,sagittal,170729,True
82032,Scrt1,"scratch homolog 1, zinc finger protein (Drosophila)",73636035,coronal,170729,True
46934,Atoh8,atonal homolog 8 (Drosophila),81654089,sagittal,71093,True
20507,Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1",70525793,sagittal,20745,True
20507,Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1",72340122,coronal,20745,True
15243,Prmt2,protein arginine N-methyltransferase 2,578,sagittal,15468,True
15243,Prmt2,protein arginine N-methyltransferase 2,577,coronal,15468,True
83146,Hspa1a,heat shock protein 1A,69816607,sagittal,193740,True
139669,Mm.259863,Unigene Mm.259863,71735073,sagittal,None,True
64731,Slc15a4,"solute carrier family 15, member 4",78534506,sagittal,100561,True
85066,Usp43,ubiquitin specific peptidase 43,671248,sagittal,216835,True
109088,Gm5127,predicted gene 5127,70305413,sagittal,331493,True
12266,Cd2,CD2 antigen,68910982,sagittal,12481,True
36006,Miox,myo-inositol oxygenase,68341394,sagittal,56727,True
15005,Foxd1,forkhead box D1,81790670,sagittal,15229,True
19177,Rasa3,RAS p21 protein activator 3,69817970,sagittal,19414,True
46848,D7Ertd443e,"DNA segment, Chr 7, ERATO Doi 443, expressed",70717361,sagittal,71007,True
50611,Hhatl,hedgehog acyltransferase-like,80514103,sagittal,74770,True
136262,TC1430172,TIGR MGI TC1430172,70795391,sagittal,None,True
30013,Lats2,large tumor suppressor 2,73512206,coronal,50523,True
30013,Lats2,large tumor suppressor 2,73931411,coronal,50523,True
30013,Lats2,large tumor suppressor 2,70546057,sagittal,50523,True
30013,Lats2,large tumor suppressor 2,70919818,sagittal,50523,True
63832,Eps8l3,EPS8-like 3,404,coronal,99662,True
63832,Eps8l3,EPS8-like 3,405,sagittal,99662,True
92696,BC035947,cDNA sequence BC035947,69173274,sagittal,269211,True
129189,Gm11568,predicted gene 11568,71789945,sagittal,432600,True
51271,3200002M19Rik,RIKEN cDNA 3200002M19 gene,76097706,sagittal,75430,True
27005,Plek2,pleckstrin 2,68632136,sagittal,27260,True
89251,Abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12",76003341,sagittal,244562,True
83927,Pif1,PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae),68924685,sagittal,208084,True
17052,Men1,multiple endocrine neoplasia 1,71489796,sagittal,17283,True
35678,1500003O03Rik,RIKEN cDNA 1500003O03 gene,71656674,sagittal,56398,True
44819,Haghl,hydroxyacylglutathione hydrolase-like,75692765,sagittal,68977,True
44819,Haghl,hydroxyacylglutathione hydrolase-like,75259440,coronal,68977,True
44819,Haghl,hydroxyacylglutathione hydrolase-like,75259494,sagittal,68977,True
87089,Zmpste24,"zinc metallopeptidase, STE24 homolog (S. cerevisiae)",70200806,sagittal,230709,True
47924,Mzt2,mitotic spindle organizing protein 2,68744863,sagittal,72083,True
13257,Dpagt1,dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),631706,sagittal,13478,True
108831,A430057O09,uncharacterized protein A430057O09,73512556,sagittal,330132,True
93312,LOC277795,"similar to GLE1-like, RNA export mediator; GLE1 (yeast homolog)-like, RNA export mediator; hGLE1",70595811,sagittal,277795,True
43788,Rpl41,ribosomal protein L41,70812660,sagittal,67945,True
14237,Gata2,GATA binding protein 2,100,coronal,14461,True
14237,Gata2,GATA binding protein 2,485,coronal,14461,True
14237,Gata2,GATA binding protein 2,486,sagittal,14461,True
14237,Gata2,GATA binding protein 2,487,sagittal,14461,True
13511,Emr1,"EGF-like module containing, mucin-like, hormone receptor-like sequence 1",69256622,sagittal,13733,True
13586,Eno3,"enolase 3, beta muscle",69059972,sagittal,13808,True
48022,Nsun4,"NOL1/NOP2/Sun domain family, member 4",68445036,sagittal,72181,True
149867,5830469L07Rik*,RIKEN cDNA 5830469L07 gene (non-RefSeq),73927601,sagittal,None,True
27272,D0H4S114,"DNA segment, human D4S114",72472773,coronal,27528,True
27272,D0H4S114,"DNA segment, human D4S114",69608408,sagittal,27528,True
17958,Nrxn3,neurexin III,71587783,coronal,18191,True
17958,Nrxn3,neurexin III,74000492,sagittal,18191,True
17958,Nrxn3,neurexin III,75042240,coronal,18191,True
17958,Nrxn3,neurexin III,68844666,sagittal,18191,True
12289,Cd4,CD4 antigen,68563116,sagittal,12504,True
12289,Cd4,CD4 antigen,74819249,coronal,12504,True
43050,Lsm1,"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)",74822938,sagittal,67207,True
57800,Lin28a,lin-28 homolog A (C. elegans),69816619,sagittal,83557,True
18698,Phox2b,paired-like homeobox 2b,79904242,sagittal,18935,True
18698,Phox2b,paired-like homeobox 2b,2480,coronal,18935,True
18698,Phox2b,paired-like homeobox 2b,2481,sagittal,18935,True
48114,2210404O07Rik,RIKEN cDNA 2210404O07 gene,69202268,sagittal,72273,True
19955,Ryr3,ryanodine receptor 3,71325426,sagittal,20192,True
19955,Ryr3,ryanodine receptor 3,77904836,sagittal,20192,True
17030,Mef2d,myocyte enhancer factor 2D,67810540,coronal,17261,True
17030,Mef2d,myocyte enhancer factor 2D,79632257,sagittal,17261,True
64443,Osbpl9,oxysterol binding protein-like 9,77800939,sagittal,100273,True
64443,Osbpl9,oxysterol binding protein-like 9,77371759,coronal,100273,True
64443,Osbpl9,oxysterol binding protein-like 9,68498403,sagittal,100273,True
49490,Cybrd1,cytochrome b reductase 1,68523342,sagittal,73649,True
42077,Sc4mol,sterol-C4-methyl oxidase-like,70439123,sagittal,66234,True
42077,Sc4mol,sterol-C4-methyl oxidase-like,74750020,coronal,66234,True
129101,Cpsf6,cleavage and polyadenylation specific factor 6,70300162,sagittal,432508,True
35272,Cpxm2,carboxypeptidase X 2 (M14 family),532761,sagittal,55987,True
150282,F630113I08Rik*,RIKEN cDNA F630113I08 gene (non-RefSeq),73748938,sagittal,None,True
35921,Ankrd2,ankyrin repeat domain 2 (stretch responsive muscle),69526647,sagittal,56642,True
108899,Cecr2,"cat eye syndrome chromosome region, candidate 2 homolog (human)",71579861,sagittal,330409,True
88315,Gm4922,predicted gene 4922,70305048,sagittal,237300,True
47508,0610007L01Rik,RIKEN cDNA 0610007L01 gene,67787332,sagittal,71667,True
130289,LOC433707,hypothetical gene supported by AY512912,70786713,sagittal,433707,True
19529,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,69015224,sagittal,19766,True
41887,Dtd1,D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae),1743,sagittal,66044,True
41887,Dtd1,D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae),1742,coronal,66044,True
43062,Med18,"mediator of RNA polymerase II transcription, subunit 18 homolog (yeast)",69407236,sagittal,67219,True
88670,Cchcr1,coiled-coil alpha-helical rod protein 1,67787336,sagittal,240084,True
21953,Ube2i,ubiquitin-conjugating enzyme E2I,45666,coronal,22196,True
21953,Ube2i,ubiquitin-conjugating enzyme E2I,67936385,sagittal,22196,True
160869,2410002F23Rik,RIKEN cDNA 2410002F23 gene,76098387,sagittal,668661,True
89182,Fsd2,fibronectin type III and SPRY domain containing 2,70228245,sagittal,244091,True
89245,D630040G17Rik,RIKEN cDNA D630040G17 gene,72283587,sagittal,244530,True
76556,Egln2,EGL nine homolog 2 (C. elegans),67815539,sagittal,112406,True
87792,Whsc1l1,Wolf-Hirschhorn syndrome candidate 1-like 1 (human),74562588,sagittal,234135,True
29946,Aass,aminoadipate-semialdehyde synthase,77464956,sagittal,30956,True
50899,4930519H02Rik,RIKEN cDNA 4930519H02 gene,71891820,sagittal,75058,True
14969,Hdgfrp2,"hepatoma-derived growth factor, related protein 2",513472,sagittal,15193,True
19120,Rad21,RAD21 homolog (S. pombe),69817898,sagittal,19357,True
106636,Fbxo48,F-box protein 48,70228567,sagittal,319701,True
47909,Cnot2,"CCR4-NOT transcription complex, subunit 2",71496312,sagittal,72068,True
132572,LOC436018,similar to likely ortholog of mouse zinc finger protein EZI; zinc finger protein EZI,74431327,sagittal,436018,True
37569,Myoz2,myozenin 2,68499467,sagittal,59006,True
46867,Speer3,spermatogenesis associated glutamate (E)-rich protein 3,71892119,sagittal,71026,True
14480,Gng3,"guanine nucleotide binding protein (G protein), gamma 3",1210,sagittal,14704,True
14480,Gng3,"guanine nucleotide binding protein (G protein), gamma 3",1209,coronal,14704,True
42497,Tex12,testis expressed gene 12,69174052,sagittal,66654,True
86793,Ralgapb,"Ral GTPase activating protein, beta subunit (non-catalytic)",69527842,sagittal,228850,True
17741,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,68301634,sagittal,17974,True
132903,LOC436351,similar to G-rich box-binding protein,70300493,sagittal,436351,True
44414,Ict1,immature colon carcinoma transcript 1,68744827,sagittal,68572,True
84318,Mrgprf,"MAS-related GPR, member F",79541444,sagittal,211577,True
31516,Ppp6r3,"protein phosphatase 6, regulatory subunit 3",323168,sagittal,52036,True
31516,Ppp6r3,"protein phosphatase 6, regulatory subunit 3",356861,coronal,52036,True
11269,Acvr2b,activin receptor IIB,69514732,sagittal,11481,True
89114,Clec1a,"C-type lectin domain family 1, member a",75990658,sagittal,243653,True
18224,Pabpc1,"poly(A) binding protein, cytoplasmic 1",71616794,sagittal,18458,True
86174,Zfp959,zinc finger protein 959,71724828,sagittal,224893,True
84878,Lace1,lactation elevated 1,76003679,sagittal,215951,True
21666,Tlx2,"T cell leukemia, homeobox 2",81655554,sagittal,21909,True
21808,Trip6,thyroid hormone receptor interactor 6,71991846,sagittal,22051,True
51902,5830427D03Rik,RIKEN cDNA 5830427D03 gene,70227848,sagittal,76061,True
35355,Tcerg1,transcription elongation regulator 1 (CA150),1873,sagittal,56070,True
35355,Tcerg1,transcription elongation regulator 1 (CA150),1872,coronal,56070,True
12801,Ctcf,CCCTC-binding factor,79760450,sagittal,13018,True
43066,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),68795457,sagittal,67223,True
86025,Pi4ka,"phosphatidylinositol 4-kinase, catalytic, alpha polypeptide",69783190,sagittal,224020,True
16744,Lrp6,low density lipoprotein receptor-related protein 6,77454745,sagittal,16974,True
87294,Sds,serine dehydratase,68302190,sagittal,231691,True
84564,BC028799,cDNA sequence BC028799,75988299,sagittal,213473,True
84924,Sbno2,strawberry notch homolog 2 (Drosophila),68744104,sagittal,216161,True
72272,Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3,69116751,sagittal,108112,True
16750,Lrrn2,"leucine rich repeat protein 2, neuronal",68844050,sagittal,16980,True
16750,Lrrn2,"leucine rich repeat protein 2, neuronal",74819328,coronal,16980,True
78462,Steap4,STEAP family member 4,79539602,sagittal,117167,True
84028,Dock3,dedicator of cyto-kinesis 3,71587583,sagittal,208869,True
51264,Arl5a,ADP-ribosylation factor-like 5A,71662878,sagittal,75423,True
51264,Arl5a,ADP-ribosylation factor-like 5A,74274688,coronal,75423,True
16626,Lgals4,"lectin, galactose binding, soluble 4",75931432,sagittal,16855,True
86198,Srsf7,serine/arginine-rich splicing factor 7,71724684,sagittal,225027,True
20114,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",943,sagittal,20351,True
20114,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",942,coronal,20351,True
20114,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",944,sagittal,20351,True
45102,Ing2,"inhibitor of growth family, member 2",69289201,sagittal,69260,True
12391,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",80343361,coronal,12606,True
12391,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",79749559,sagittal,12606,True
143706,Prrg1,proline rich Gla (G-carboxyglutamic acid) 1,71378075,sagittal,546336,True
21580,Ift88,intraflagellar transport 88 homolog (Chlamydomonas),69838761,sagittal,21821,True
87385,Arhgap25,Rho GTPase activating protein 25,72128789,coronal,232201,True
87385,Arhgap25,Rho GTPase activating protein 25,69526815,sagittal,232201,True
85482,Mtmr6,myotubularin related protein 6,583867,sagittal,219135,True
85482,Mtmr6,myotubularin related protein 6,74658087,coronal,219135,True
79905,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",77371815,coronal,140492,True
79905,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",71488695,sagittal,140492,True
49783,Fam151b,"family with sequence similarity 151, member B",74426888,sagittal,73942,True
18976,Ptf1a,"pancreas specific transcription factor, 1a",81657673,sagittal,19213,True
129157,LOC432566,LOC432566,74578353,sagittal,432566,True
121769,4930557A04Rik,RIKEN cDNA 4930557A04 gene,73513290,sagittal,385317,True
44282,Dusp23,dual specificity phosphatase 23,74427086,sagittal,68440,True
16906,Mag,myelin-associated glycoprotein,69736418,sagittal,17136,True
85256,Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9,70546269,sagittal,217718,True
59216,Rpph1,ribonuclease P RNA component H1,73573139,sagittal,85029,True
89612,Onecut3,"one cut domain, family member 3",81655213,sagittal,246086,True
21106,Tagln,transgelin,68443116,sagittal,21345,True
16452,Krt84,keratin 84,71530001,sagittal,16680,True
37985,Acss2,acyl-CoA synthetase short-chain family member 2,69013516,sagittal,60525,True
11568,Ap4m1,"adaptor-related protein complex AP-4, mu 1",686196,sagittal,11781,True
139506,Mm.119051,Unigene Mm.119051,71147954,sagittal,None,True
47757,Dus4l,dihydrouridine synthase 4-like (S. cerevisiae),70539233,sagittal,71916,True
35971,Lamtor3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",69751986,sagittal,56692,True
86782,Bpifb5,"BPI fold containing family B, member 5",75826684,sagittal,228802,True
48736,Setd5,SET domain containing 5,37,coronal,72895,True
48736,Setd5,SET domain containing 5,38,sagittal,72895,True
130952,LOC434372,hypothetical gene supported by AK029001,70920141,sagittal,434372,True
15009,Hgd,"homogentisate 1, 2-dioxygenase",75990703,sagittal,15233,True
32862,Txnl1,thioredoxin-like 1,69117056,sagittal,53382,True
14734,H1f0,"H1 histone family, member 0",70431343,sagittal,14958,True
68276,Adcy4,adenylate cyclase 4,77,coronal,104110,True
68276,Adcy4,adenylate cyclase 4,68341418,sagittal,104110,True
68276,Adcy4,adenylate cyclase 4,78,sagittal,104110,True
68276,Adcy4,adenylate cyclase 4,73512495,coronal,104110,True
83889,Gtpbp10,GTP-binding protein 10 (putative),74580032,sagittal,207704,True
83182,Cyp4a28-ps,"cytochrome P450, family 4, subfamily a, polypeptide 28, pseudogene",70238046,sagittal,194157,True
149988,A130095K04Rik*,RIKEN cDNA A130095K04 gene (non-RefSeq),73808516,sagittal,None,True
45136,Cst13,cystatin 13,75860943,sagittal,69294,True
20694,Surf4,surfeit gene 4,69080027,sagittal,20932,True
88188,LOC236469,similar to tripartite motif-containing 43,70566169,sagittal,236469,True
75073,Hspa13,"heat shock protein 70 family, member 13",76003326,sagittal,110920,True
